id,name,group,pattern,equipment,level,tracks,source,purpose,caution
mountain-climber-with-feet-on-valslides,Mountain Climber with Feet on Valslides,Core / Spine,Core Stability,Sliders / Valslides,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
mountain-climber-with-hands-on-bench,Mountain Climber with Hands on Bench,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
mountain-climber-with-hands-on-medicine-ball,Mountain Climber with Hands on Medicine Ball,Core / Spine,Core Stability,Medicine ball,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
mountain-climber-with-hands-on-swiss-ball,Mountain Climber with Hands on Swiss Ball,Core / Spine,Core Stability,Swiss ball,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
negative-situp,Negative Situp,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
overhead-dumbbell-side-bend,Overhead Dumbbell Side Bend,Core / Abs,Core Stability,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
plank,Plank,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
plyometric-side-plank,Plyometric Side Plank,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
prone-cobra,Prone Cobra,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
quadruped,Quadruped,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
quadruped-with-leg-lift,Quadruped with Leg Lift,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
raised-legs-crunch,Raised-Legs Crunch,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
reverse-crunch,Reverse Crunch,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
rolling-side-plank,Rolling Side Plank,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
side-crunch,Side Crunch,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
side-plank,Side Plank,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
side-plank-and-row,Side Plank and Row,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
side-plank-with-feet-on-bench,Side Plank with Feet on Bench,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
side-plank-with-feet-on-swiss-ball,Side Plank with Feet on Swiss Ball,Core / Spine,Core Stability,Swiss ball,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
side-plank-with-knee-tuck,Side Plank with Knee Tuck,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
side-plank-with-reach-under,Side Plank with Reach Under,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
single-arm-slide-out,Single-Arm Slide Out,Core / Spine,Core Stability,Sliders / Valslides,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
single-leg-elevated-feet-plank,Single-Leg Elevated-Feet Plank,Core / Spine,Core Stability,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
single-leg-side-plank,Single-Leg Side Plank,Core / Spine,Core Stability,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
single-leg-swiss-ball-jackknife,Single-Leg Swiss-Ball Jackknife,Core / Spine,Core Stability,Swiss ball,Advanced,50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,Best for trained clients; regress when control or comfort is uncertain.
single-leg-lowering-drill,Single-Leg-Lowering Drill,Core / Abs,Core Stability,General,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
situp,Situp,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
slide-out,Slide Out,Core / Spine,Core Stability,Sliders / Valslides,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
standing-stability-chop,Standing Stability Chop,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
standing-stability-reverse-chop,Standing Stability Reverse Chop,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
static-back-extension,Static Back Extension,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-crunch,Swiss-Ball Crunch,Core / Abs,Core Stability,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-jackknife,Swiss-Ball Jackknife,Core / Spine,Core Stability,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-opposite-arm-and-leg-lift,Swiss-Ball Opposite Arm and Leg Lift,Core / Spine,Core Stability,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-pike,Swiss-Ball Pike,Core / Abs,Core Stability,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-plank,Swiss-Ball Plank,Core / Spine,Core Stability,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-plank-with-feet-on-bench,Swiss-Ball Plank with Feet on Bench,Core / Spine,Core Stability,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-reverse-crunch,Swiss-Ball Reverse Crunch,Core / Abs,Core Stability,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-rollout,Swiss-Ball Rollout,Core / Spine,Core Stability,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
swiss-ball-side-crunch,Swiss-Ball Side Crunch,Core / Abs,Core Stability,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
t-stabilization,T-Stabilization,Core / Spine,Core Stability,General,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
v-up,V-Up,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
weighted-crunch,Weighted Crunch,Core / Abs,Core Stability,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
weighted-situp,Weighted Situp,Core / Abs,Core Stability,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
weighted-swiss-ball-crunch,Weighted Swiss-Ball Crunch,Core / Abs,Core Stability,Swiss ball,Intermediate,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
wide-stance-plank-with-diagonal-arm-lift,Wide-Stance Plank with Diagonal Arm Lift,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
wide-stance-plank-with-leg-lift,Wide-Stance Plank with Leg Lift,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
wide-stance-plank-with-opposite-arm-and-leg-lift,Wide-Stance Plank with Opposite Arm and Leg Lift,Core / Spine,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
wrist-to-knee-crunch,Wrist-to-Knee Crunch,Core / Abs,Core Stability,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Trains the trunk to resist unwanted motion and protect the spine.,"Use a load and range that allow clean, repeatable reps."
cat-camel,Cat Camel,Core / Spine,Mobility,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Maintains usable range of motion for better lifting and daily movement.,"Stretch or mobilize into comfort, not pain."
half-kneeling-rotation,Half-Kneeling Rotation,Core / Abs,Mobility,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Core,Maintains usable range of motion for better lifting and daily movement.,"Stretch or mobilize into comfort, not pain."
medicine-ball-side-throw,Medicine-Ball Side Throw,Core / Abs,Power,Medicine ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Core,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
medicine-ball-slam,Medicine-Ball Slam,Core / Abs,Power,Medicine ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Core,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
single-leg-medicine-ball-slam,Single-Leg Medicine-Ball Slam,Core / Abs,Power,Medicine ball,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Core,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
core-stabilization,Core Stabilization,Core / Abs,Rotation,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
cycling-russian-twist,Cycling Russian Twist,Core / Abs,Rotation,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
dumbbell-chop,Dumbbell Chop,Core / Abs,Rotation,Dumbbells,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
elevated-feet-russian-twist,Elevated-Feet Russian Twist,Core / Abs,Rotation,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
half-kneeling-rotational-chop,Half-Kneeling Rotational Chop,Core / Abs,Rotation,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
half-kneeling-rotational-reverse-chop,Half-Kneeling Rotational Reverse Chop,Core / Abs,Rotation,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
hip-crossover,Hip Crossover,Core / Abs,Rotation,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
kneeling-rotational-chop,Kneeling Rotational Chop,Core / Abs,Rotation,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
kneeling-rotational-reverse-chop,Kneeling Rotational Reverse Chop,Core / Abs,Rotation,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
russian-twist,Russian Twist,Core / Abs,Rotation,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
standing-rotational-chop,Standing Rotational Chop,Core / Abs,Rotation,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
standing-rotational-reverse-chop,Standing Rotational Reverse Chop,Core / Abs,Rotation,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
standing-split-rotational-chop,Standing Split Rotational Chop,Core / Abs,Rotation,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
standing-split-rotational-reverse-chop,Standing Split Rotational Reverse Chop,Core / Abs,Rotation,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
swiss-ball-hip-crossover,Swiss-Ball Hip Crossover,Core / Abs,Rotation,Swiss ball,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
swiss-ball-russian-twist,Swiss-Ball Russian Twist,Core / Abs,Rotation,Swiss ball,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
weighted-russian-twist,Weighted Russian Twist,Core / Abs,Rotation,General,Intermediate,Adult Strength; 50+ Durability,Men’s Health Big Book — Core,"Develops controlled rotation for sports, daily function, and trunk coordination.","Use a load and range that allow clean, repeatable reps."
barbell-front-squat-to-push-press,Barbell Front Squat to Push Press,Total Body,Power,Barbell,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Total Body,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
burpee,Burpee,Total Body,Power,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Total Body,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
split-jacks,Split Jacks,Total Body,Power,General,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Total Body,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
squat-thrust,Squat Thrust,Total Body,Power,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy; Teen Athlete,Men’s Health Big Book — Total Body,"Maintains speed, athleticism, and fast-twitch recruitment.",Use only when warm and technically sharp; stop before fatigue changes mechanics.
dumbbell-lunge-and-press,Dumbbell Lunge and Press,Total Body,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Total Body,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-romanian-deadlift-to-row,Dumbbell Romanian Deadlift to Row,Total Body,Squat,Dumbbells,Intermediate,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Total Body,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-squat-to-press,Dumbbell Squat to Press,Total Body,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Total Body,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
dumbbell-stepup-and-press,Dumbbell Stepup and Press,Total Body,Squat,Dumbbells,Beginner,Adult Strength; 50+ Durability; Teen Athlete,Men’s Health Big Book — Total Body,"Develops leg strength, knee durability, and upright force production.","Use a load and range that allow clean, repeatable reps."
over-under-shoulder-stretch,Over-Under Shoulder Stretch,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
prone-hip-internal-rotation,Prone Hip Internal Rotation,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
quadriceps-and-hip-flexors-roll,Quadriceps-and-Hip-Flexors Roll,Warmup / Mobility,Warmup,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
reach-roll-and-lift,"Reach, Roll, and Lift",Warmup / Mobility,Warmup,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
reverse-lunge-with-reach-back,Reverse Lunge with Reach Back,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
reverse-lunge-with-twist-and-overhead-reach,Reverse Lunge with Twist and Overhead Reach,Warmup / Mobility,Warmup,Body weight,Intermediate,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
shoulder-circles,Shoulder Circles,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
shoulder-blades-roll,Shoulder-Blades Roll,Warmup / Mobility,Warmup,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
side-lying-thoracic-rotations,Side-Lying Thoracic Rotations,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
side-to-side-leg-swings,Side-to-Side Leg Swings,Warmup / Mobility,Warmup,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
sumo-squat-to-stand,Sumo Squat to Stand,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
supine-hip-internal-rotation,Supine Hip Internal Rotation,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
thoracic-rotations,Thoracic Rotations,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
upper-back-roll,Upper-Back Roll,Warmup / Mobility,Warmup,General,Beginner,Adult Strength; 50+ Durability,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
walking-high-kicks,Walking High Kicks,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
walking-high-knees,Walking High Knees,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
walking-knee-hugs,Walking Knee Hugs,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
walking-leg-cradles,Walking Leg Cradles,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
wall-slide,Wall Slide,Warmup / Mobility,Warmup,Body weight,Beginner,Adult Strength; 50+ Durability; Student Energy,Men’s Health Big Book — Warmups,"Prepares joints, tissues, and nervous system for cleaner lifting.","Use a load and range that allow clean, repeatable reps."
bench-squat-pairing-rule,Bench-Squat Pairing Rule,Programming,Warmup,Barbell,Coach,Coach Toolkit; 50+ Durability; Teen Athlete,ThoughtMuseum coaching layer,A coaching rule that helps turn exercise selection into a safer session plan.,"Use as a decision aid, not as a substitute for judgment."
older-adult-recovery-check,Older Adult Recovery Check,Programming,Warmup,General,Coach,Coach Toolkit; 50+ Durability; Teen Athlete,Springer — Older Adults and Program Design,A coaching rule that helps turn exercise selection into a safer session plan.,"Use as a decision aid, not as a substitute for judgment."
push-pull-balance-rule,Push-Pull Balance Rule,Programming,Warmup,General,Coach,Coach Toolkit; 50+ Durability; Teen Athlete,Men’s Health + Dummies coaching layer,A coaching rule that helps turn exercise selection into a safer session plan.,"Use as a decision aid, not as a substitute for judgment."
teen-athlete-technique-gate,Teen Athlete Technique Gate,Programming,Warmup,General,Coach,Coach Toolkit; 50+ Durability; Teen Athlete,Springer — Children and Adolescents,A coaching rule that helps turn exercise selection into a safer session plan.,"Use as a decision aid, not as a substitute for judgment."
training-log-check-in,Training Log Check-In,Coaching,Warmup,Notebook,Coach,Coach Toolkit; 50+ Durability; Teen Athlete,Dummies — Goal Setting and Tracking,A coaching rule that helps turn exercise selection into a safer session plan.,"Use as a decision aid, not as a substitute for judgment."
two-reps-in-reserve-maintenance-rule,Two-Reps-in-Reserve Maintenance Rule,Programming,Warmup,General,Coach,Coach Toolkit; 50+ Durability; Teen Athlete,ThoughtMuseum coaching layer,A coaching rule that helps turn exercise selection into a safer session plan.,"Use as a decision aid, not as a substitute for judgment."
warmup-easy-cardio-dynamic-prep,Warmup: Easy Cardio + Dynamic Prep,Programming,Warmup,General,Coach,Coach Toolkit; 50+ Durability; Teen Athlete,Dummies — Safety and Warmups,A coaching rule that helps turn exercise selection into a safer session plan.,"Use as a decision aid, not as a substitute for judgment."
